Machine_ID,RPM,Temperature_C,Vibration_mm_s,Oil_Quality_Index,Pressure_bar,Shaft_Misalignment_deg,Noise_dB,Load_%,Ambient_Temp_C,Humidity_%,Power_kW,Maintenance_Score,Operating_Hours,Fault
M1,1432,75.24219456672758,2.904653174866555,72.54601962323032,5.813980860197741,0.6572812423991633,54.504803877340706,49.31624284568968,33.085224622608415,22.98859525732758,51.36807290582853,6,4898,0
M3,1833,89.12220555415429,1.8909770523038132,77.26146538430689,5.128617450404967,0.3880907429421062,68.98332600837509,70.89395278931613,21.147876004310607,43.740620881310434,46.997466822930186,10,9765,0
M3,1448,74.20358608754285,1.5761830356904576,65.1506331117198,4.774343619287748,-0.06660605802854802,55.73252259969329,65.57410707225844,30.716807651029143,42.64481684951374,55.346418531975914,9,8243,0
M2,1199,79.52371796249734,1.6739555557034698,79.47488584990646,6.389024362962761,0.771837898832805,56.65281543183255,70.07727893175685,25.924293270301824,40.63702359765771,48.958973710050174,5,425,0
M4,1450,64.37606471853121,1.4551834813288058,67.83498704556733,5.637324683023072,0.6521012239168286,55.10846025088751,79.45311771235865,26.260974271171435,37.83172949777857,46.061387833672406,7,1306,0
M4,1445,79.28307097207649,1.6076190459361483,63.2893032475701,6.6163000427219165,0.15141049390266698,68.99240043569058,64.47430653881148,15.148457093242996,37.07242081227545,51.131461336217185,1,9796,0
M3,960,73.12855734995452,1.8147459507049855,83.87991721783082,3.6072645278330038,0.37848624164408884,62.76452614299741,51.2699416906938,13.985433233971406,45.01900233700672,59.817764167719076,9,1540,0
M4,1489,84.85729995679863,1.2972164904106789,83.1910966378649,4.9654493760460365,0.8136364859054652,55.31703996878179,90.44481557199944,23.89717029866343,39.71183398411377,51.675802832675586,6,5284,0
M4,1453,86.87386051564751,2.0078091669748015,91.74310602422858,3.3832866250519857,0.7895592836915732,65.53115779429984,60.02771712561224,26.23453031708306,43.14971871555332,48.18572186313197,4,9247,0
M1,1639,100.89563642018614,2.4511385868933235,73.53311645637352,4.770617668144533,0.687728004535789,61.00349347144439,59.40962877987903,19.374010861311383,42.149828174545476,42.36269321940648,6,8846,1
M3,1869,80.79633173213576,1.5461219099265398,86.12079270255134,4.751384146233323,0.46477751320802746,61.286267105557506,81.03720013722597,19.55653294761829,51.23427287095762,48.90293839513965,5,5236,0
M5,1725,78.25796316582166,2.7596419618208845,88.26196358410495,5.626613637263071,0.516597483762502,58.27761395623774,66.15510878958482,27.807363149130666,46.76994097375054,51.17464062544058,3,8240,1
M3,1446,76.94384301577335,2.2553960442637973,86.67160711747393,5.045563881141899,0.4738148389747747,56.252920065215136,69.36610147965189,27.814272402285653,41.9286184315019,48.06209554372215,7,5919,0
M5,1278,71.46833707189312,2.5152902928120286,67.61519475796787,5.623407138279916,0.7256479566537675,61.68883049527301,74.82790124060318,24.311294698060365,55.184220306521794,41.673076808795,3,8169,0
M1,2014,78.38483843461691,1.6710827230739316,82.24045223406783,5.703440133138894,0.32483151870097793,57.27456385002205,80.83583103109996,28.901008605930375,44.20268529056561,45.74717305248283,2,2136,0
M2,1511,72.0459858986097,2.427262613533308,85.46210444081991,7.1549286773831415,0.33884006902315905,69.08377814787552,66.66539306818228,19.12898852139927,53.04962688790419,57.27269230443879,4,9578,0
M4,1502,76.68460976269614,1.4540330498023435,80.10767700361913,4.684703344713876,0.7020549173672032,53.65354447378448,85.199520059143,23.220325414565146,46.069426083866375,57.170005018652304,7,9489,0
M1,1495,88.17597535607959,2.4451237504182544,48.70283512443373,4.058977299333621,0.4911277088976877,67.68078386427473,48.642001512651944,33.23938802891837,21.58080921068457,45.56680415397701,5,5660,1
M4,1539,64.9345743472036,2.0859196698967657,82.4073443596022,5.246083615316409,0.7756934710907617,59.443405756010996,77.59787236953078,25.34161064969909,53.048347633193295,53.36378393599711,9,3729,0
M2,1471,86.39878561129045,2.276625609992392,113.18796559095864,4.197719972860456,0.36569755860389086,61.49542867010553,61.60472441982343,25.631562572934996,41.35176241342669,44.10713607614913,10,9063,0
M2,1385,88.17115067339866,1.412202697187574,74.59941096864526,6.481960768436536,0.48904432793223496,64.16578883314718,83.72271316607991,36.5297329298387,39.48045229099222,57.021581409974765,7,5414,0
M1,1390,73.81931473008922,1.5524650788616976,69.07884353217018,4.716781961054767,0.31551740303120934,56.848753524977816,71.42044478830545,18.003289170756148,42.81348347489577,51.22617923947118,9,2556,0
M2,1493,53.78145100991405,2.2986141091266923,85.60022839567097,4.43442363212601,0.5014725362847134,64.32124192349318,63.27094667990598,28.98215183321055,36.55016838042933,54.74820749308267,9,8762,0
M5,1391,68.92178012905568,1.5258259978878996,84.68567315699858,4.528684278848882,0.20429061260024023,46.46228072309411,76.62841093021632,33.3199313990405,42.270288603889455,41.4245332640873,2,1470,0
M2,1357,87.96994546561109,2.2316031460495616,97.89102748124621,5.7184174234716405,0.4024733158090074,56.4000523338903,78.93188347207251,23.37571036750727,34.08123933656908,53.38818550962444,1,7729,0
M4,1521,74.77131937701118,1.3164310967698771,61.13197766136668,4.842253016768515,0.21274922701437643,55.379685963294676,76.41894122858638,29.298153934274232,52.7427225873437,49.961629681577485,4,8963,0
M4,1449,65.0069776770509,2.4240871063333342,90.97070378862489,4.358333179869618,0.6387846466382516,53.73246993814119,59.703037603669394,20.089902513945475,38.8641188637895,54.25964535395421,4,1274,0
M4,1800,69.95225078771783,1.3837383426157455,88.85633091877196,6.665351917623531,0.6433178679519304,58.925225809605244,65.15982876377915,21.566338022163244,36.17416157277567,54.57433899048925,2,210,0
M4,969,83.40620026504553,2.2761499688397615,77.86780194589181,4.14383015933825,0.15394745390313097,61.92874984090847,69.95927162878564,26.924832080238172,30.750741842807262,50.32892344737375,3,3659,0
M5,1718,80.4673356820138,2.3128154668230003,85.08030976882534,5.035566074032993,0.7667771491001145,63.51329999249653,69.58740347349939,28.99283336555295,42.68775789148641,46.99585180452043,3,6792,0
M3,1749,72.61067900830305,1.6516140907852126,95.44186222397536,5.65230615161023,0.9994830252839708,61.20438378600204,77.49745475438348,30.60468256203123,41.87107100125092,53.89848091089747,5,9318,0
M1,1085,71.33175588185313,2.2910132835423633,93.08473070042676,3.3686648895829268,0.5092012773472682,56.67153267553226,49.85098767493392,32.848142934697464,43.88424613677506,49.69922750297436,1,3333,0
M4,1431,71.08241850956178,2.130221131666778,62.85471031889407,5.480260501405925,0.371777147955071,61.84508218912583,73.34327054553503,24.66276720722409,29.72748112494871,45.63607523236179,9,1572,0
M2,1425,65.77589815501497,1.730579071903631,92.30237280133227,3.9448923245195506,1.0648661182006092,60.62142847425425,67.1001864556336,30.96805877586294,23.98818801188427,45.39923884271157,8,4972,0
M4,1218,91.15375689469442,1.4957226579618959,79.02967092451222,5.822782780834002,0.23620630033949785,64.68028083968008,61.61499383616048,23.288475782754254,46.255913025065595,42.61417791843809,8,4853,1
M2,1344,71.7767953078866,1.0186871541637106,81.09311147023273,4.037348988081024,0.5040212933738196,63.88468351465758,62.575132222304006,29.51045655794134,54.84641861876508,47.448544202184685,3,1933,0
M2,1277,87.17158520825497,2.1748250236498468,81.09795486502541,5.692769031848861,0.5359244545263847,60.15238206960314,67.85462335482036,26.037443989260908,29.73646377610104,55.51346023037189,2,6028,0
M4,1850,90.21316051922452,1.2175986143189723,77.7463551680261,6.1058330662947125,0.769029524090483,55.51373496919371,33.98914895540482,27.22838953540962,55.89441283561698,50.88914899852717,1,8745,0
M5,1687,84.9831089814796,2.047672099720654,97.87561245660598,5.861436525632805,0.5719477950253576,56.7352492208396,62.9871042920845,27.117539370110187,42.839110587363805,47.351161470384795,6,6916,0
M2,1754,70.68379687281951,1.8682758919588753,78.74423060226182,5.251316648238102,0.4002732208423097,57.25105320180983,61.24185175353706,16.97647495101094,39.9293709544917,54.0242796909004,10,840,0
M2,1644,79.03730090336609,2.3395713877190976,63.20680807425247,4.7686990570703,0.30976312592240873,58.42366833041872,75.32783209322625,19.37939070569613,36.02451303454222,45.83761689138306,1,7356,0
M4,1274,74.75804393609084,1.8489772502550679,74.09705216045407,4.423580423665156,0.43163563595077287,61.34025213794877,61.94473317489479,25.51270719908761,26.154819805750034,50.476751371663894,5,2480,0
M2,1395,65.96298139269872,1.8352761068264543,82.68042075215713,6.471034690817104,0.2986145278109712,63.57587195064029,67.8488619982951,16.563604601794157,49.877285159246,49.101848136372425,9,9735,0
M2,1597,78.24359281721603,2.365935352144148,98.43822176445576,4.300504779832357,0.5095650639569366,59.744406534923115,85.42276627661302,29.15605551599878,32.24393638562397,53.89565312794176,9,3780,0
M4,1255,63.20960208840198,2.1675290145420587,89.0464202742325,3.962933926430004,0.38716076402790267,60.08062393950236,79.94351519815423,29.35777983144071,32.201933242623994,42.113858145402496,4,2501,0
M4,1642,86.87679388461564,2.1580779785913893,67.24197081879434,5.66536893503283,0.2011924413420499,60.71653152500002,79.02271399943453,26.63585276438895,49.91926309886955,45.74901127092672,7,7277,0
M1,1451,70.35382702701607,2.234633794904263,117.27784875018338,4.203863196813504,0.7510291576749808,57.4204734343383,65.00127569589148,19.39432993621039,21.170165533282734,41.80877170452733,7,2106,0
M5,1425,77.0115965587284,1.232213938396447,83.97162966466969,4.049936502533873,0.4004654953141921,55.37303871178522,75.43032279289652,31.900694694342576,24.764021893318333,48.70201639095365,4,1509,0
M5,1642,77.83287871546142,2.378394339993491,99.13086106998523,3.5563957378302353,0.2463726390049375,51.22281051344645,67.66102199546405,35.18605319859179,39.818657564919185,56.05713751816215,5,1862,0
M2,1588,72.41095026295923,2.306234397006801,77.72428349634157,4.517090160539483,0.4663481731024917,56.52425320961564,68.03906789323062,25.735384137229868,42.93284429004852,47.47276395173236,9,1009,0
M5,1427,80.86693801475275,1.4916584357117513,88.00038867058174,4.917284976103507,0.5136743131935317,62.365727266338936,74.0968534374655,27.55267689225618,44.847346479689236,47.44658030902175,7,860,0
M2,1731,70.25096343377476,1.8779597631628993,92.59202756777607,5.2430917276606985,0.15070665488419327,56.485442809802166,64.03006411579068,26.00869327398022,36.98201506603747,54.358622120920685,7,6738,0
M1,1283,83.71297297457244,1.9803463561861845,98.27292067631384,5.9513062442994835,0.5663295334251526,58.8109648128703,84.93003104443204,27.651845944993998,65.3036966864169,55.3427477922765,10,5712,0
M4,1623,61.54020319753251,1.9327516077991336,95.86052458067337,5.526897923665794,0.2905684862619471,62.332156437061585,68.39869860402062,24.40220621686802,37.72107441234166,49.557144663656054,7,3340,0
M4,1618,76.26379579546412,2.1669299832842674,93.08295500109466,4.80912778044682,0.8422057618381575,62.603447482113346,76.18360566259665,24.827178800780985,37.69213847897278,53.42357427024946,9,630,0
M4,1438,94.38928999058285,2.7156833909155917,75.27369903208837,4.8018043236202805,0.604792102415347,54.6023357391698,84.55600479257298,29.528588002486828,32.03013331186123,44.61522729561027,5,9651,1
M5,1565,64.99668675394426,2.5408833638364143,71.42380937065909,5.5101574689151835,0.4200200019781367,64.98529678226821,80.31653774575175,36.728120809482206,41.23906816521071,56.88987166962707,6,2660,0
M1,1249,68.22255029475149,1.3438904032842969,84.98911265486296,6.272570162928569,0.3509664459365299,65.63675044677743,55.91080897309475,17.999643827991306,46.149612320467746,60.74353146968526,3,2277,0
M5,1684,80.13907849658915,2.3110349951530242,93.99692108511604,5.1263141994832,0.4790064584872752,54.3507507139072,74.44895895009884,24.480937577985166,52.0357805453346,52.60607895594362,1,5203,0
M5,1463,76.79581781939598,2.664466659767705,76.65918948835089,4.530869145789591,0.622558148316658,55.88081565179423,78.50719394460647,19.09769757383959,25.10715735559782,39.578341893285995,2,7806,0
M1,1395,78.50630099273559,2.193404260344601,95.9775794857158,4.007133998914455,0.49490117428296004,65.95545341573096,78.91863022160749,32.96012449288042,37.54004661644299,47.20884868801108,8,1637,0
M1,1709,79.89187130147664,2.5454902125929832,101.78925118229269,3.5547947355877745,0.4565682385726287,59.265732393723496,58.86705165885369,22.06131015340051,44.46703610809144,53.064126608346605,1,9565,0
M1,1359,81.3472146856177,3.0061352228503826,66.2551862138987,5.666269672043523,0.5116740581635791,48.901110262740744,63.42964762982676,17.78399603107103,45.870575345945355,47.89258501416818,10,2881,0
M1,1218,86.09699841956223,2.5118547730534906,67.4461894430558,5.577978523639557,0.37922821375260907,53.00159247633657,79.94558235741621,28.190934994242866,40.065486578045395,56.36099277125049,7,1046,1
M4,1188,79.09818656928513,2.1246542978208645,77.89437411641995,5.577363525106661,0.4313588146313925,58.75315187413759,62.38239629317354,33.721555573715555,45.42423969532102,52.94078632217933,5,5357,0
M3,1621,72.58742345381458,2.5225442370423767,84.61419002283795,4.871340553647944,0.08284151221899916,54.18478674857699,67.00303943335686,28.317989342803813,31.910361070741995,46.46762249617102,6,9590,0
M3,1243,81.72573701202731,2.0724439165484454,72.13149479349424,6.406934745891751,0.6947452461704735,57.93288114681779,85.75875809501969,26.023989386409585,55.57905432318357,50.16132405385626,8,5197,0
M1,1850,93.99881934895215,2.011951521642478,100.28304018300716,4.515881505415182,0.5597595560643523,60.161981068417894,69.5220074961521,27.04570461387997,49.926281029794296,45.53083389680455,4,2611,0
M3,1083,73.67366253617426,1.8242928821431337,86.36100292277676,5.955269237207205,0.34530883119331396,67.31127302017364,62.73225862166157,32.07420331412777,26.550722129348276,49.08707560793779,6,2288,0
M3,1839,65.25470695329358,2.781706679416054,80.5917057236111,4.961257105010457,0.8797469962710478,58.54773041886106,61.22382643137095,20.629003649929253,29.248969518832446,47.227033797837244,3,6163,1
M1,1542,86.07080669286972,1.5907856670289993,58.46135714197209,4.391649235320663,0.5174032960784773,65.36270899786379,73.32719329585188,24.440764479568436,29.53078249893094,55.87380900116519,7,981,1
M3,1480,73.79618836046401,2.7661838623390578,60.262762753587396,5.5925303073177615,0.29277128560496063,67.14380081018385,56.66851991522791,22.73654925745233,46.77969970896528,60.580060284154975,2,1947,0
M5,1391,53.27330453985964,2.2499320618701857,84.2151387542271,5.409636118683994,0.6713474842940916,67.17154834676037,67.52664036103582,19.16067346354145,27.152722335825327,42.84405833382124,8,6699,0
M2,1579,83.47421677150422,1.3003469125990292,48.01106560767745,5.3569727592669265,0.5796096433018525,61.42377296692784,73.33230534990022,23.35812370291599,36.6897566579192,40.38391856895124,7,2075,0
M2,1492,69.64671814046078,2.1838246464957107,95.18956114466107,5.081278422056199,0.5789159970968438,50.18355426080513,82.99149820547667,30.538605479912242,44.54704396416774,48.77413789074307,8,6677,0
M1,1720,74.0946671769584,0.949986746174188,77.6276923344152,4.962106918283169,0.4148488790696819,62.30412432701932,76.67548080369995,27.833010741963626,39.33834065453565,42.407921505856585,2,5826,0
M4,1522,78.31980330569014,2.312754008415518,128.646394543921,7.3883719928704386,0.590099144755607,65.24199943906771,62.85934882017821,28.221552500541,42.588875157127056,50.23105801835459,3,4668,0
M1,1530,76.90499679779066,2.4426157414944956,114.61874375924165,6.184256645196173,0.44764834195578107,59.59466447282291,81.7841931756372,25.73237805826659,29.341972886512416,53.74468056902963,4,7263,0
M4,1427,82.09451817139039,1.7038220221739733,77.27826396128725,5.722826894985512,0.6111882903291684,68.72291935037624,67.00484962452522,27.61661891364294,45.94854373397244,57.47070948633412,9,6682,0
M2,1488,70.64513629430157,2.061773847977791,78.40494496203027,5.111799158203389,0.11901110919787222,64.29916780733728,57.64296977950591,20.99704828825947,33.867881075240035,51.0069727935764,5,8789,0
M1,1561,80.13105798176083,2.977078716875143,94.93372271003045,6.007157200596669,0.4132253074041622,62.84136688576392,68.27958640734528,23.452450570363855,36.75380325602059,49.034223875752105,6,2316,0
M5,1157,72.40453322416083,1.7471266478690317,105.54758914877057,5.517994776391452,0.8444310195616389,65.43190355602918,84.38169201145702,25.960021184843384,42.37731727905986,40.10807541713458,1,9280,0
M3,1230,82.38810480887503,1.4705462064716999,55.42956413845975,5.026204752774036,0.3465865089199399,61.66684925630439,71.65240050064925,26.387579294409452,41.030782215308484,50.13092574592899,4,5801,0
M4,1648,81.15367484013053,2.7408317012312993,53.204368019679706,4.696435674734085,0.3792323405013627,47.53594750302323,70.12521864329787,26.600939274609367,40.23980019015593,50.356436302747305,4,8117,1
M3,1534,65.64561297955404,2.9812935952653974,70.66947791668429,4.919082662337312,0.410407732310005,57.50430524264817,86.37211644702853,24.30832358991811,32.493731780232444,53.19478407106373,10,2708,0
M3,1463,85.85982116175032,2.0018478359239236,88.74106374760797,1.8295742641219443,0.25703877282227133,65.98584013623926,55.68645152945573,23.11288299434835,37.004505888008076,46.45755949235455,8,9662,0
M1,1503,69.64036554885952,2.505731517704178,87.45310385761395,5.2106008392976415,0.05834384475434956,55.96204329950852,57.14400885947228,40.78885641522149,40.021835908370356,47.824736998820704,8,4909,0
M3,1569,83.08057798281145,2.6707379577654407,96.04657182475775,4.51152391988964,0.45388272029527743,58.88263747381531,53.84153529033168,29.533936364661994,26.24914766832915,42.60998872347908,10,6445,0
M5,1392,78.6728731340134,1.6287578837308079,62.00453707452038,6.592669998282884,0.5271718848163314,54.77581843048465,73.72648186480055,27.065737379763114,35.37467033686621,38.54353596557967,6,278,0
M3,1344,93.38183676795123,1.7573470823160657,45.25784205546685,5.019344070811754,0.48949898629226957,68.91961297600885,71.66493127115125,23.83395750896803,43.876798790328465,44.457514546016085,8,7871,1
M1,1539,72.76534017628148,2.6154372565773674,92.87021292953219,3.8110365804650383,0.47102428761042264,68.40746228709008,85.42736367279775,22.743905865280617,27.225633961546574,42.14837092873492,9,8071,0
M5,1304,71.50683203881802,2.8425071393542547,67.57705590552148,4.950119845871883,0.5086081741700775,55.580655524296354,72.4347507713677,24.345997031365222,51.5658165159424,51.683561477103055,5,2029,0
M2,1581,74.80580394112268,2.2814404300871773,49.72268203417043,3.953878914937496,0.7045682943101528,60.73649000194542,65.95842840520697,26.464144217933416,52.69613262599843,47.40932971666572,1,2648,0
M3,1159,71.96820217165724,1.5600928232489728,82.17595618939072,5.473407415712466,0.46191076281415666,56.597529761179764,70.01794872878106,15.597822279684593,27.548494240399144,47.308814349626054,1,4934,0
M1,1705,82.9994190194205,2.9935305558497207,91.89763532328016,5.290947364339486,0.3851834845825461,63.07472319515689,71.17707418460958,17.15305202312658,53.57619633050139,45.07793476912394,2,211,0
M2,1594,58.83689391563412,1.7345145510940179,78.16914301818085,5.957839631108268,0.44377490302238276,62.548415386211644,53.28238726671833,21.815588055305213,38.56418411287866,33.83717283743783,2,8048,0
M2,1551,64.46317580853646,1.8324311094142742,73.13227420726267,4.209118208305434,0.6158693519513552,64.05852785806633,97.10331644334893,26.035697183892843,44.185145591570546,57.54155374373775,5,814,0
M4,1696,64.32197078420808,2.1711689172448105,77.6095665178114,5.034008096228146,0.78240537570865,61.65959223853944,75.19871018101911,23.803634264240742,35.033489478717534,44.99864738611606,7,9693,0
M5,1833,84.50307591973575,2.7770802103573873,74.44125856398826,3.6349782045733647,0.3743712521661643,74.67703103194233,72.10008308022589,32.39060613049742,49.23044827226762,47.93789965075047,7,6134,0
M3,1702,92.10613372581925,2.426987988276112,59.779293320897494,5.701494781924715,0.5197867574057767,54.860381174946305,76.1516398427858,17.588016065021158,44.06094018848667,42.72553917355345,4,1481,1
M1,1131,73.95550781462528,2.2074327501809554,69.27978984514353,5.518871180440122,0.567671488387192,51.44698322781743,77.09410980586605,21.243272651983148,31.858467434023964,54.85965171720317,4,3227,0
M4,1244,73.31178276809989,2.231644265059053,87.81919857520722,5.495805021027571,0.3014843986542354,58.034548996492695,68.59446514497569,32.60045870495551,28.347980000347114,50.717144685186625,10,7583,0
M5,1375,75.70052163113182,2.021757334321733,84.82517812064751,5.001619031356941,0.5040834334425837,52.16005867219866,63.687588637592995,25.655596623375736,25.396975647907773,45.86817357367066,3,1308,0
M4,1505,86.6187830260819,2.2790697572592533,82.5208970895023,5.414772890788791,0.20686522853158096,52.537688649970036,75.99450686321704,29.424212914005793,41.87941776432756,48.03885194327988,2,136,0
M5,1603,65.72646865809426,0.7352199611528485,65.0727727721993,6.604339108308596,0.1461899392521202,54.99342672901017,73.85710840531452,35.256234716347315,45.72471411779736,58.39089961062435,3,1928,0
M5,1354,77.38368982734785,1.8516962704651008,77.277452567965,4.714905742957986,0.5733492815784514,55.38905547284186,61.90109900910592,21.530977910490886,46.50965678779441,49.635152840593605,8,3441,0
M3,1537,84.7519762978243,2.1206609674583907,47.34402430335718,5.138645183710085,0.42322505173384345,55.226909490249696,84.19035611367264,24.50342831103984,38.82018905392622,49.09133231192047,1,7106,0
M5,1348,80.01094169939846,1.4244929581902466,82.67714995828085,3.9138737008185904,0.5404560815242438,62.59109475222706,72.93352036322983,23.637865495345643,28.43003544335636,45.293092569303674,4,7775,0
M4,1377,76.89581616598744,2.19316165890578,101.4328656172035,4.131739038401667,0.49642100459833,57.469054694573316,77.29819362267631,15.227034977583623,33.17925201976217,40.52709424763849,7,5447,0
M5,1218,85.01046092567141,1.8977643895069392,57.88801801936842,5.097813293093307,0.3047199902672405,59.1024271256376,83.91920887679919,23.448015981220156,51.52348638961926,49.199806632103275,5,7990,1
M3,1315,47.967677070007625,2.8777378491577448,71.21108490023367,6.103933546701907,0.4909491396071327,64.47116387250468,70.21888821164835,29.405310936903327,35.153714353999185,51.627425561623085,2,909,0
M3,1229,81.77875319530908,2.7865098626074283,84.93660168065195,4.743719175748428,0.2533797389970289,56.168387376092866,73.16952006984116,27.702947709061206,41.43417630681476,55.49792232163835,1,4218,0
M4,1304,68.45924316872576,1.7670972154409186,98.79263951641225,4.764083470687876,0.7781944716002802,58.67727050647639,78.10027238506116,28.09541584694005,29.243495164251126,38.75751732750172,6,1626,0
M2,1710,56.69367103143543,1.9245811442166523,73.27663075549776,4.593114755495625,0.22880593102800723,61.82879993046458,62.75138916199948,23.122455096802504,43.36583045459035,44.37451836488486,5,595,0
M2,1310,80.11202599524981,1.9630262171958037,69.61624506101155,4.465243329155677,0.4608429458062837,50.29216099689889,70.54051662846001,21.719513819971795,35.42315438320922,47.09629454721775,3,524,0
M5,2026,88.73658545162958,1.7741702619201887,50.46615286375875,5.294971455708821,0.29154568239055034,48.07547245524709,71.25548586651148,31.346278359493102,50.467127137757636,49.98259575713399,9,2847,1
M1,1598,73.62551485372308,2.0975124920140633,81.5515719396216,3.5027423548213554,0.6140842346721591,61.730586643988616,60.439414483166054,22.51341426821165,47.73557706206813,49.27483154235789,3,2082,0
M5,1536,84.52874547202939,1.620858965556205,110.63114060215617,6.280939576666728,0.43371372574369943,62.460071402834494,93.17636788673879,26.47041019396607,35.042940534251,49.391556571563655,2,1568,0
M4,1328,91.12278257988646,1.4346923325312368,84.16037692947013,4.33457770187054,0.39626665607575795,70.32110067426206,55.92706556507598,25.816673403387693,38.73335972652337,52.04048029284972,5,7828,1
M4,1640,88.14914453584048,2.3113556119501344,79.6658153122443,5.721903485438141,0.6706403090103109,60.79047437933405,57.01896096312842,32.30858508128559,34.488837599593715,45.48353444610446,9,6870,0
M4,1384,91.39964529371393,2.3147647921109056,84.83123466150478,3.730001402606124,0.5058861183355104,64.09869858629047,83.14226575703579,29.857061788361797,25.805668034549903,54.67070721116848,8,1333,1
